"Lateolabracidae"	550	357	244	269	351	304	174	409	531	378	433	464	388	298	393	285	414	225	385	512	406	344	238	301	258
"Paralichthyidae"	30	22	25	26	28	20	13	15	54	26	52	16	27	15	34	32	18	16	21	26	37	33	29	52	40
"Pleuronectidae"	42	36	25	27	37	19	8	26	46	42	52	25	29	26	14	25	41	31	25	50	33	26	14	22	22
"Salmonidae"	4189	1679	1275	1251	1511	1327	874	1809	2301	1539	1795	1970	1833	1425	1484	1434	1876	995	1979	2483	1701	1732	1504	1563	1210
"Sciaenidae"	1125	504	386	366	428	396	218	619	669	470	543	600	562	442	484	326	543	328	559	685	490	529	444	484	306
"Sebastidae"	35	34	20	20	26	43	10	27	29	25	37	43	30	28	19	29	60	15	32	37	16	25	10	26	17
"Serranidae"	1317	993	878	832	959	946	592	1280	1863	1087	1408	1438	1358	901	1075	769	1298	760	1164	1475	1193	1185	972	1031	842
"Sparidae"	1246	715	541	564	620	625	347	838	957	780	727	862	888	618	597	590	878	464	899	1159	755	970	707	790	530
"Syngnathidae"	282	235	168	168	215	173	135	193	248	189	234	257	218	180	181	132	218	133	194	238	195	208	186	166	195
"Tetraodontidae"	243	224	151	160	220	152	122	221	294	185	241	276	282	152	202	123	237	121	248	358	216	235	230	161	216
"Cottidae"	0	0	2	1	1	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	1	0	0	0	0
"Engraulidae"	1	0	2	0	0	0	0	0	12	6	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0
"Osmeridae"	0	0	1	3	2	8	2	4	0	6	0	0	3	0	1	0	2	2	0	1	0	0	0	2	0
"Trichiuridae"	0	2	0	0	1	0	0	0	5	0	1	1	3	1	0	0	2	5	0	0	0	0	0	0	0
"Myctophidae"	1	0	1	0	0	2	1	9	1	0	0	0	0	0	0	1	1	0	0	4	0	1	1	0	0
"Callorhinchidae"	250	51	29	35	40	34	12	27	62	32	26	54	25	42	16	38	29	19	49	59	38	62	33	45	24
"Coelacanthidae"	26	32	24	16	42	40	10	22	31	42	29	57	28	37	43	32	34	24	36	52	23	45	32	36	47
"Ginglymostomatidae"	2	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	2	0	1	1	0	4
"Myxinidae"	3	5	2	2	1	2	5	5	2	3	17	1	0	1	8	4	3	3	9	13	3	7	5	4	2
"Petromyzontidae"	75	56	50	31	49	35	29	34	55	69	51	36	34	28	38	43	51	27	56	57	46	59	110	46	54
"Rajidae"	53	31	25	60	36	32	16	49	89	55	64	46	51	26	60	31	56	40	44	53	51	43	48	44	52
"Rhincodontidae"	21	19	30	27	24	10	7	39	12	16	41	32	14	34	21	20	26	8	20	28	15	12	9	14	13
"Scyliorhinidae"	185	148	136	108	186	142	84	187	147	153	149	217	174	112	169	143	133	102	174	199	141	209	174	179	138
"Carcharhinidae"	2	0	1	3	0	0	0	0	8	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0
"Balaenopteridae"	39	20	11	30	14	22	14	25	20	25	30	50	58	156	11	30	25	28	89	94	46	84	60	19	26
"Delphinidae"	40	59	24	35	40	43	11	31	38	25	38	43	43	55	29	41	27	26	126	98	42	51	78	47	46
"Lipotidae"	6	5	2	1	3	2	0	0	0	5	6	1	1	1	1	4	0	2	2	9	0	7	0	3	2
"Monodontidae"	52	12	10	20	11	18	6	15	36	21	20	11	18	36	14	23	13	8	41	37	17	15	14	21	18
"Mustelidae"	594	437	380	366	405	353	191	379	682	428	446	498	472	350	337	344	448	297	455	576	325	442	330	356	321
"Otariidae"	42	28	15	18	30	15	7	18	28	13	14	42	30	28	14	18	11	16	24	31	7	23	19	21	13
"Phocidae"	55	56	44	50	51	46	26	69	105	55	47	65	73	38	70	46	49	40	63	77	48	63	46	51	80
"Phocoenidae"	13	23	8	14	12	7	10	15	27	6	22	29	14	23	31	19	15	12	23	26	34	23	10	16	6
"Physeteridae"	10	14	16	10	9	14	4	9	19	12	36	11	18	18	25	11	21	9	23	25	11	15	17	7	6
"Balaenidae"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	3	2	1	0	1	0	0
"Odobenidae"	2	6	4	3	4	3	5	0	3	0	1	6	5	3	3	0	3	1	3	3	2	3	4	2	0
